Customer ID,Country,Recency,Monetary,Frequency,Is_Outlier,Segment,Cluster
13394.0,United Kingdom,15,4101.68,11,True,Champions,-1
13408.0,United Kingdom,7,23616.422,46,True,Champions,-1
13418.0,United Kingdom,8,6106.17,15,True,Champions,-1
13426.0,United Kingdom,18,4526.06,12,True,Champions,-1
13446.0,United Kingdom,66,3881.89,11,True,Champions,-1
13448.0,United Kingdom,9,5701.5,9,True,Champions,-1
13451.0,United Kingdom,17,4214.77,6,True,Champions,-1
13468.0,United Kingdom,4,7685.54,38,True,Champions,-1
13488.0,United Kingdom,3,6619.57,11,True,Champions,-1
13542.0,United Kingdom,12,4006.17,17,True,Champions,-1
13555.0,United Kingdom,14,4849.91,9,True,Champions,-1
13564.0,United Kingdom,4,15500.53,35,True,Champions,-1
13576.0,United Kingdom,9,4834.4,11,True,Champions,-1
13590.0,United Kingdom,11,4367.67,12,True,Champions,-1
13599.0,United Kingdom,2,5013.96,14,True,Champions,-1
13615.0,United Kingdom,35,5854.84,7,True,Champions,-1
13629.0,United Kingdom,49,5578.5,8,True,Champions,-1
13668.0,United Kingdom,19,6726.35,14,True,Champions,-1
13680.0,United Kingdom,107,7713.25,8,True,Champions,-1
13687.0,United Kingdom,74,11880.84,1,True,Champions,-1
13694.0,United Kingdom,9,131443.19,94,True,Champions,-1
13715.0,United Kingdom,8,7403.95,13,True,Champions,-1
13734.0,United Kingdom,144,6701.640000000001,4,True,Champions,-1
13735.0,United Kingdom,12,6927.9800000000005,9,True,Champions,-1
13756.0,United Kingdom,3,4017.9800000000005,10,True,Champions,-1
13758.0,United Kingdom,2,6226.43,10,True,Champions,-1
13767.0,United Kingdom,5,18320.170000000002,39,True,Champions,-1
13777.0,United Kingdom,2,30501.260000000002,37,True,Champions,-1
13798.0,United Kingdom,8,38683.02,54,True,Champions,-1
13802.0,United Kingdom,10,21659.69,16,True,Champions,-1
13831.0,United Kingdom,5,4820.59,13,True,Champions,-1
13854.0,United Kingdom,1,4144.44,15,True,Champions,-1
13869.0,United Kingdom,17,5006.62,6,True,Champions,-1
13881.0,United Kingdom,11,28019.58,23,True,Champions,-1
13883.0,United Kingdom,39,3885.54,10,True,Champions,-1
13902.0,Denmark,268,34095.26,5,True,Champions,-1
13931.0,United Kingdom,28,4019.85,9,True,Champions,-1
13935.0,United Kingdom,232,6116.92,3,True,Champions,-1
13941.0,United Kingdom,8,6009.34,11,True,Champions,-1
13952.0,United Kingdom,16,9572.45,12,True,Champions,-1
13958.0,United Kingdom,15,4709.2300000000005,8,True,Champions,-1
13969.0,United Kingdom,1,4311.93,18,True,Champions,-1
13983.0,United Kingdom,2,4505.02,10,True,Champions,-1
13999.0,United Kingdom,10,5600.45,17,True,Champions,-1
14016.0,EIRE,32,7062.2,7,True,Champions,-1
14025.0,United Kingdom,100,4057.9,8,True,Champions,-1
14028.0,United Kingdom,186,10396.5,3,True,Champions,-1
14030.0,United Kingdom,2,5902.2,14,True,Champions,-1
14031.0,United Kingdom,1,23712.31,27,True,Champions,-1
14040.0,United Kingdom,22,9030.65,23,True,Champions,-1
14045.0,United Kingdom,9,9653.28,13,True,Champions,-1
14049.0,United Kingdom,23,7557.31,9,True,Champions,-1
14051.0,United Kingdom,2,6823.610000000001,15,True,Champions,-1
14062.0,United Kingdom,10,15139.35,12,True,Champions,-1
14063.0,United Kingdom,74,22710.2,9,True,Champions,-1
14081.0,United Kingdom,5,4435.58,9,True,Champions,-1
14085.0,United Kingdom,4,5656.43,16,True,Champions,-1
14088.0,United Kingdom,42,13544.99,3,True,Champions,-1
14091.0,United Kingdom,290,9530.08,2,True,Champions,-1
14101.0,United Kingdom,24,3985.14,7,True,Champions,-1
14105.0,United Kingdom,44,4722.6,4,True,Champions,-1
14110.0,United Kingdom,71,7304.8,21,True,Champions,-1
14113.0,United Kingdom,11,5252.1900000000005,12,True,Champions,-1
14134.0,United Kingdom,18,11123.35,15,True,Champions,-1
14135.0,United Kingdom,3,4953.61,11,True,Champions,-1
14145.0,United Kingdom,95,3857.85,3,True,Champions,-1
14146.0,United Kingdom,19,5259.3,7,True,Champions,-1
14154.0,United Kingdom,17,5115.08,6,True,Champions,-1
14156.0,EIRE,7,196566.74,102,True,Champions,-1
14160.0,United Kingdom,246,8421.47,7,True,Champions,-1
14175.0,United Kingdom,54,4456.58,5,True,Champions,-1
14194.0,United Kingdom,28,7321.070000000001,15,True,Champions,-1
14210.0,United Kingdom,7,3955.6800000000003,11,True,Champions,-1
14243.0,United Kingdom,1,4842.28,8,True,Champions,-1
14249.0,United Kingdom,46,5625.461,12,True,Champions,-1
14258.0,United Kingdom,31,19381.36,16,True,Champions,-1
14277.0,France,47,13009.61,6,True,Champions,-1
14282.0,United Kingdom,3,4120.32,11,True,Champions,-1
14286.0,United Kingdom,40,3851.01,4,True,Champions,-1
14291.0,United Kingdom,16,4020.85,12,True,Champions,-1
14292.0,United Kingdom,46,4354.32,7,True,Champions,-1
14298.0,United Kingdom,11,39667.19,38,True,Champions,-1
14299.0,United Kingdom,1,10533.87,19,True,Champions,-1
14329.0,United Kingdom,11,4912.38,8,True,Champions,-1
14395.0,United Kingdom,8,4700.3,12,True,Champions,-1
14415.0,United Kingdom,15,6191.32,10,True,Champions,-1
14422.0,United Kingdom,10,6007.88,13,True,Champions,-1
14426.0,United Kingdom,39,7246.27,7,True,Champions,-1
14439.0,Greece,79,6781.8,4,True,Champions,-1
14440.0,United Kingdom,1,4281.05,9,True,Champions,-1
14461.0,United Kingdom,18,4610.44,10,True,Champions,-1
14505.0,United Kingdom,40,6096.2,11,True,Champions,-1
14525.0,United Kingdom,64,3908.44,8,True,Champions,-1
14527.0,United Kingdom,1,19283.48,69,True,Champions,-1
14543.0,United Kingdom,16,11276.44,23,True,Champions,-1
14560.0,United Kingdom,15,3876.2599999999998,22,True,Champions,-1
14606.0,United Kingdom,2,18704.41,102,True,Champions,-1
14607.0,United Kingdom,103,7568.13,8,True,Champions,-1
14646.0,Netherlands,10,248396.5,78,True,Champions,-1
14648.0,United Kingdom,52,4546.86,15,True,Champions,-1
14667.0,United Kingdom,1,12685.94,31,True,Champions,-1
14676.0,United Kingdom,30,5808.55,6,True,Champions,-1
14680.0,United Kingdom,7,28658.66,43,True,Champions,-1
14685.0,United Kingdom,212,4619.79,8,True,Champions,-1
14709.0,United Kingdom,15,3965.29,12,True,Champions,-1
14733.0,United Kingdom,3,6599.06,4,True,Champions,-1
14735.0,United Kingdom,24,6174.47,24,True,Champions,-1
14739.0,United Kingdom,3,8385.22,19,True,Champions,-1
14755.0,United Kingdom,17,4962.27,14,True,Champions,-1
14766.0,United Kingdom,2,4082.76,6,True,Champions,-1
14769.0,United Kingdom,26,5097.13,9,True,Champions,-1
14828.0,United Kingdom,24,7699.7,10,True,Champions,-1
14841.0,United Kingdom,10,3867.2400000000002,8,True,Champions,-1
14849.0,United Kingdom,9,7832.91,21,True,Champions,-1
14855.0,United Kingdom,110,5874.65,5,True,Champions,-1
14866.0,United Kingdom,2,6460.32,8,True,Champions,-1
14895.0,United Kingdom,19,13980.83,18,True,Champions,-1
14911.0,EIRE,1,152147.57,205,True,Champions,-1
14918.0,United Kingdom,40,4345.66,7,True,Champions,-1
14936.0,Channel Islands,26,4273.79,4,True,Champions,-1
14944.0,United Kingdom,25,3884.42,7,True,Champions,-1
14952.0,United Kingdom,32,9529.86,21,True,Champions,-1
14961.0,United Kingdom,15,9365.47,13,True,Champions,-1
15005.0,United Kingdom,2,7789.63,29,True,Champions,-1
15023.0,United Kingdom,5,5367.92,10,True,Champions,-1
15032.0,United Kingdom,2,8821.55,7,True,Champions,-1
15034.0,United Kingdom,22,4004.79,6,True,Champions,-1
15039.0,United Kingdom,4,20116.99,47,True,Champions,-1
15044.0,United Kingdom,15,8504.1,18,True,Champions,-1
15061.0,United Kingdom,3,83284.38,86,True,Champions,-1
15078.0,United Kingdom,4,8018.77,23,True,Champions,-1
15093.0,United Kingdom,8,9729.09,18,True,Champions,-1
15125.0,United Kingdom,115,5496.39,9,True,Champions,-1
15144.0,United Kingdom,15,5579.87,12,True,Champions,-1
15179.0,United Kingdom,28,5284.97,8,True,Champions,-1
15194.0,United Kingdom,4,4811.16,14,True,Champions,-1
15202.0,United Kingdom,56,6001.49,3,True,Champions,-1
15218.0,United Kingdom,25,5759.68,11,True,Champions,-1
15251.0,United Kingdom,50,9839.55,10,True,Champions,-1
15260.0,United Kingdom,8,7377.46,20,True,Champions,-1
15270.0,United Kingdom,36,6145.37,14,True,Champions,-1
15281.0,United Kingdom,14,6211.42,7,True,Champions,-1
15291.0,United Kingdom,9,9178.26,26,True,Champions,-1
15296.0,United Kingdom,56,6669.97,6,True,Champions,-1
15298.0,United Kingdom,2,4659.47,12,True,Champions,-1
15311.0,United Kingdom,1,56003.26,121,True,Champions,-1
15321.0,United Kingdom,73,3961.42,9,True,Champions,-1
15332.0,Lithuania,2,4892.68,6,True,Champions,-1
15358.0,United Kingdom,1,8703.21,22,True,Champions,-1
15369.0,United Kingdom,128,6251.26,11,True,Champions,-1
15372.0,United Kingdom,86,4009.66,7,True,Champions,-1
15382.0,United Kingdom,10,7777.84,6,True,Champions,-1
15413.0,United Kingdom,327,6798.72,5,True,Champions,-1
15465.0,United Kingdom,5,5301.03,15,True,Champions,-1
15480.0,Malta,101,5373.5,4,True,Champions,-1
15497.0,United Kingdom,18,7395.19,7,True,Champions,-1
15498.0,United Kingdom,2,12723.18,19,True,Champions,-1
15513.0,United Kingdom,1,12992.33,18,True,Champions,-1
15521.0,United Kingdom,36,4106.49,8,True,Champions,-1
15523.0,United Kingdom,24,16947.98,15,True,Champions,-1
15544.0,United Kingdom,8,4615.72,12,True,Champions,-1
15547.0,United Kingdom,12,5199.55,12,True,Champions,-1
15555.0,United Kingdom,1,7307.18,22,True,Champions,-1
15570.0,United Kingdom,5,5145.52,14,True,Champions,-1
15581.0,United Kingdom,2,4114.62,26,True,Champions,-1
15601.0,United Kingdom,8,8183.56,17,True,Champions,-1
15615.0,United Kingdom,26,10974.23,24,True,Champions,-1
15622.0,United Kingdom,63,4143.05,8,True,Champions,-1
15633.0,United Kingdom,145,4352.46,13,True,Champions,-1
15640.0,United Kingdom,8,11441.92,15,True,Champions,-1
15674.0,United Kingdom,53,4501.63,8,True,Champions,-1
15694.0,United Kingdom,1,4331.41,12,True,Champions,-1
15719.0,United Kingdom,17,5177.45,18,True,Champions,-1
15727.0,United Kingdom,23,4266.55,8,True,Champions,-1
15738.0,United Kingdom,8,8560.55,26,True,Champions,-1
15750.0,United Kingdom,2,4331.711,12,True,Champions,-1
15760.0,Norway,266,13916.34,2,True,Champions,-1
15768.0,United Kingdom,112,14979.26,31,True,Champions,-1
15769.0,United Kingdom,7,32451.6,21,True,Champions,-1
15805.0,United Kingdom,21,4660.75,13,True,Champions,-1
15808.0,United Kingdom,5,14674.960000000001,18,True,Champions,-1
15823.0,United Kingdom,8,3882.17,3,True,Champions,-1
15838.0,United Kingdom,3,40519.92,16,True,Champions,-1
15856.0,United Kingdom,1,17832.77,26,True,Champions,-1
15867.0,United Kingdom,5,5251.31,17,True,Champions,-1
15874.0,United Kingdom,23,6878.88,14,True,Champions,-1
15898.0,United Kingdom,3,4207.43,22,True,Champions,-1
15950.0,United Kingdom,11,5415.2,6,True,Champions,-1
15955.0,United Kingdom,8,4242.1,9,True,Champions,-1
15980.0,United Kingdom,126,4194.82,4,True,Champions,-1
15981.0,United Kingdom,37,5954.29,13,True,Champions,-1
15984.0,United Kingdom,4,5921.65,21,True,Champions,-1
15998.0,United Kingdom,29,5218.37,11,True,Champions,-1
16008.0,United Kingdom,18,4905.35,12,True,Champions,-1
16013.0,United Kingdom,7,20315.84,39,True,Champions,-1
16019.0,United Kingdom,17,13679.61,18,True,Champions,-1
16029.0,United Kingdom,8,41184.3,47,True,Champions,-1
16103.0,United Kingdom,25,4762.07,16,True,Champions,-1
16118.0,United Kingdom,288,4376.25,1,True,Champions,-1
16125.0,United Kingdom,3,4298.3,14,True,Champions,-1
16126.0,United Kingdom,15,8359.03,11,True,Champions,-1
16131.0,United Kingdom,11,6450.88,6,True,Champions,-1
16133.0,United Kingdom,12,8403.22,23,True,Champions,-1
16161.0,United Kingdom,4,7256.24,25,True,Champions,-1
16168.0,United Kingdom,5,6848.87,40,True,Champions,-1
16170.0,United Kingdom,31,4983.95,14,True,Champions,-1
16180.0,United Kingdom,114,5995.69,5,True,Champions,-1
16186.0,United Kingdom,8,5019.17,15,True,Champions,-1
16191.0,United Kingdom,11,10507.5,11,True,Champions,-1
16200.0,United Kingdom,18,4562.83,10,True,Champions,-1
16210.0,United Kingdom,4,17403.21,19,True,Champions,-1
16242.0,United Kingdom,17,3871.19,7,True,Champions,-1
16258.0,United Kingdom,23,6739.01,10,True,Champions,-1
16279.0,United Kingdom,21,4195.5,6,True,Champions,-1
16320.0,Unspecified,89,4590.53,4,True,Champions,-1
16327.0,United Kingdom,5,6887.12,11,True,Champions,-1
16422.0,United Kingdom,5,28967.07,59,True,Champions,-1
16456.0,United Kingdom,9,4704.54,9,True,Champions,-1
16525.0,United Kingdom,2,11555.19,23,True,Champions,-1
16546.0,United Kingdom,8,4819.32,4,True,Champions,-1
16549.0,United Kingdom,33,9027.55,24,True,Champions,-1
16550.0,United Kingdom,4,7136.16,14,True,Champions,-1
16553.0,United Kingdom,32,10924.19,21,True,Champions,-1
16556.0,United Kingdom,11,4698.79,10,True,Champions,-1
16558.0,United Kingdom,2,5535.02,19,True,Champions,-1
16652.0,United Kingdom,40,10776.42,9,True,Champions,-1
16656.0,United Kingdom,56,8207.37,15,True,Champions,-1
16670.0,United Kingdom,29,3934.25,9,True,Champions,-1
16684.0,United Kingdom,15,80489.21,27,True,Champions,-1
16700.0,United Kingdom,2,4091.16,13,True,Champions,-1
16701.0,United Kingdom,59,4518.43,13,True,Champions,-1
16705.0,United Kingdom,36,29480.061,22,True,Champions,-1
16709.0,United Kingdom,15,6057.59,9,True,Champions,-1
16710.0,United Kingdom,4,3866.05,13,True,Champions,-1
16713.0,United Kingdom,2,7637.56,18,True,Champions,-1
16722.0,United Kingdom,2,4258.27,11,True,Champions,-1
16735.0,United Kingdom,29,3970.0,9,True,Champions,-1
16746.0,United Kingdom,19,11368.74,24,True,Champions,-1
16749.0,United Kingdom,227,4387.08,2,True,Champions,-1
16754.0,United Kingdom,8,65500.07,29,True,Champions,-1
16779.0,United Kingdom,2,22638.52,32,True,Champions,-1
16782.0,United Kingdom,1,8158.51,26,True,Champions,-1
16814.0,United Kingdom,5,5990.610000000001,16,True,Champions,-1
16839.0,United Kingdom,5,5716.14,11,True,Champions,-1
16843.0,United Kingdom,58,9374.86,19,True,Champions,-1
16858.0,United Kingdom,4,4292.59,10,True,Champions,-1
16873.0,United Kingdom,65,7493.77,6,True,Champions,-1
16923.0,United Kingdom,11,6130.75,13,True,Champions,-1
16938.0,United Kingdom,17,4306.8,5,True,Champions,-1
16945.0,United Kingdom,29,4202.66,14,True,Champions,-1
16954.0,United Kingdom,15,3996.7999999999997,11,True,Champions,-1
16984.0,United Kingdom,40,6273.45,7,True,Champions,-1
16985.0,United Kingdom,12,5459.04,13,True,Champions,-1
16992.0,United Kingdom,23,3862.19,8,True,Champions,-1
17017.0,United Kingdom,1,5416.35,13,True,Champions,-1
17044.0,United Kingdom,10,11013.82,11,True,Champions,-1
17049.0,United Kingdom,11,4287.5,10,True,Champions,-1
17068.0,United Kingdom,4,4608.94,27,True,Champions,-1
17085.0,United Kingdom,12,6324.76,23,True,Champions,-1
17091.0,United Kingdom,3,3983.34,11,True,Champions,-1
17107.0,United Kingdom,33,5259.99,4,True,Champions,-1
17133.0,United Kingdom,110,9730.09,5,True,Champions,-1
17138.0,United Kingdom,25,4036.77,6,True,Champions,-1
17139.0,United Kingdom,25,8915.99,13,True,Champions,-1
17146.0,United Kingdom,71,5110.46,10,True,Champions,-1
17157.0,United Kingdom,116,4832.900000000001,17,True,Champions,-1
17160.0,United Kingdom,10,6691.13,11,True,Champions,-1
17204.0,United Kingdom,10,3940.13,5,True,Champions,-1
17230.0,United Kingdom,199,6286.54,10,True,Champions,-1
17231.0,United Kingdom,25,4022.72,15,True,Champions,-1
17238.0,United Kingdom,7,4038.45,17,True,Champions,-1
17243.0,United Kingdom,5,12213.01,44,True,Champions,-1
17307.0,United Kingdom,31,3999.8900000000003,11,True,Champions,-1
17308.0,United Kingdom,29,4511.76,2,True,Champions,-1
17338.0,United Kingdom,11,5498.64,9,True,Champions,-1
17340.0,United Kingdom,2,10051.53,8,True,Champions,-1
17364.0,United Kingdom,12,7589.24,17,True,Champions,-1
17377.0,United Kingdom,1,14218.49,60,True,Champions,-1
17381.0,United Kingdom,4,19726.76,12,True,Champions,-1
17389.0,United Kingdom,10,25391.0,27,True,Champions,-1
17404.0,Sweden,45,15874.300000000001,8,True,Champions,-1
17409.0,United Kingdom,57,7021.66,8,True,Champions,-1
17416.0,United Kingdom,29,10405.03,15,True,Champions,-1
17428.0,United Kingdom,4,14562.91,18,True,Champions,-1
17448.0,United Kingdom,133,14556.970000000001,46,True,Champions,-1
17450.0,United Kingdom,3,52422.3,7,True,Champions,-1
17457.0,United Kingdom,15,4247.11,9,True,Champions,-1
17504.0,United Kingdom,16,6568.09,9,True,Champions,-1
17508.0,Greece,17,4191.92,7,True,Champions,-1
17511.0,United Kingdom,3,84541.17,31,True,Champions,-1
17576.0,United Kingdom,1,5434.13,23,True,Champions,-1
17581.0,United Kingdom,8,7712.71,20,True,Champions,-1
17584.0,United Kingdom,103,4067.12,4,True,Champions,-1
17589.0,United Kingdom,21,11645.7,14,True,Champions,-1
17593.0,United Kingdom,45,4168.46,6,True,Champions,-1
17611.0,United Kingdom,57,4387.76,13,True,Champions,-1
17625.0,United Kingdom,82,4020.8,4,True,Champions,-1
17675.0,United Kingdom,3,17885.32,40,True,Champions,-1
17677.0,United Kingdom,2,20329.68,28,True,Champions,-1
17696.0,United Kingdom,18,5393.88,19,True,Champions,-1
17700.0,United Kingdom,17,4145.33,10,True,Champions,-1
17706.0,United Kingdom,2,10245.49,17,True,Champions,-1
17716.0,United Kingdom,32,10300.98,13,True,Champions,-1
17735.0,United Kingdom,3,4134.91,8,True,Champions,-1
17739.0,United Kingdom,10,4939.24,11,True,Champions,-1
17809.0,United Kingdom,7,5925.4800000000005,11,True,Champions,-1
17829.0,United Arab Emirates,45,3867.5,4,True,Champions,-1
17838.0,United Kingdom,1,3943.6000000000004,10,True,Champions,-1
17841.0,United Kingdom,1,29892.5,91,True,Champions,-1
17850.0,United Kingdom,8,51208.87,155,True,Champions,-1
17858.0,United Kingdom,5,7641.99,19,True,Champions,-1
17865.0,United Kingdom,11,15848.07,26,True,Champions,-1
17873.0,United Kingdom,9,4656.72,14,True,Champions,-1
17920.0,United Kingdom,4,20312.36,39,True,Champions,-1
17940.0,United Kingdom,81,26286.75,6,True,Champions,-1
17949.0,United Kingdom,7,60117.6,74,True,Champions,-1
17965.0,United Kingdom,1,4618.41,17,True,Champions,-1
18008.0,United Kingdom,51,17670.94,14,True,Champions,-1
18041.0,United Kingdom,1,4568.99,20,True,Champions,-1
18052.0,United Kingdom,200,10877.18,1,True,Champions,-1
18055.0,United Kingdom,3,4411.38,6,True,Champions,-1
18061.0,United Kingdom,2,4369.56,19,True,Champions,-1
18087.0,United Kingdom,15,10705.8,15,True,Champions,-1
18092.0,United Kingdom,1,7111.18,8,True,Champions,-1
18102.0,United Kingdom,1,349164.35,89,True,Champions,-1
18172.0,United Kingdom,23,9918.16,32,True,Champions,-1
18178.0,United Kingdom,38,4512.93,7,True,Champions,-1
18223.0,United Kingdom,23,7516.31,12,True,Champions,-1
18225.0,United Kingdom,1,7545.14,15,True,Champions,-1
18226.0,United Kingdom,14,6650.83,15,True,Champions,-1
18231.0,United Kingdom,42,4797.7,23,True,Champions,-1
18251.0,United Kingdom,81,21964.14,8,True,Champions,-1
18260.0,United Kingdom,10,7318.91,17,True,Champions,-1
12346.0,United Kingdom,165,372.86,11,False,High-Potential,3
12347.0,Iceland,3,1323.32,2,False,Promising,0
12348.0,Finland,74,222.15999999999997,1,False,At Risk,1
12349.0,Italy,43,2671.14,3,False,High-Potential,3
12351.0,Unspecified,11,300.93,1,False,Promising,0
12352.0,Norway,11,343.8,2,False,Promising,0
12353.0,Bahrain,44,317.76,1,False,Promising,0
12355.0,Bahrain,203,488.21000000000004,1,False,At Risk,1
12356.0,Portugal,16,3562.25,3,False,Loyalists,2
12358.0,Austria,11,2719.01,3,False,Loyalists,2
12359.0,Cyprus,61,2563.36,6,False,Loyalists,2
12360.0,Austria,15,1590.83,5,False,Loyalists,2
12361.0,Belgium,98,321.35,3,False,High-Potential,3
12362.0,Belgium,374,130.0,1,False,At Risk,1
12366.0,Cyprus,269,500.24,1,False,At Risk,1
12368.0,Cyprus,264,917.7,1,False,At Risk,1
12369.0,Austria,49,1791.15,3,False,High-Potential,3
12370.0,Austria,260,774.62,3,False,High-Potential,3
12371.0,Switzerland,45,2179.42,3,False,High-Potential,3
12373.0,Austria,260,763.0500000000001,2,False,High-Potential,3
12374.0,Austria,57,2246.29,3,False,High-Potential,3
12376.0,Switzerland,25,503.15,2,False,Promising,0
12377.0,Switzerland,17,1798.2,2,False,High-Potential,3
12378.0,Switzerland,198,1407.7,1,False,High-Potential,3
12379.0,Belgium,58,767.98,2,False,High-Potential,3
12385.0,Belgium,15,1938.4,1,False,Promising,0
12386.0,Australia,2,258.90000000000003,1,False,Promising,0
12387.0,Australia,51,143.94,1,False,At Risk,1
12388.0,Australia,81,1120.45,2,False,High-Potential,3
12389.0,Australia,38,1433.33,3,False,High-Potential,3
12391.0,Cyprus,100,2312.53,5,False,High-Potential,3
12392.0,Australia,227,234.75000000000003,1,False,At Risk,1
12393.0,Australia,18,816.85,2,False,Promising,0
12395.0,Belgium,7,2048.64,4,False,Loyalists,2
12396.0,RSA,310,931.4300000000001,1,False,At Risk,1
12399.0,Belgium,21,853.65,3,False,High-Potential,3
12400.0,Australia,50,205.25,1,False,Promising,0
12402.0,Belgium,28,1031.3,5,False,Loyalists,2
12403.0,Denmark,157,591.6600000000001,1,False,At Risk,1
12404.0,Finland,318,63.24,1,False,At Risk,1
