,Customer ID,Recency,Monetary,Frequency,Average,Count
41,12443.0,368,485.31,1,4788.836,5
42,12455.0,213,2929.95,3,1627.107142857143,7
43,12459.0,241,454.36,1,1974.9733333333334,24
44,12466.0,318,56.73,1,3110.9663829787237,47
45,12468.0,245,2329.54,2,3020.825686567164,67
46,12470.0,325,211.95,1,1486.645,4
47,12471.0,186,9936.63,26,3020.825686567164,67
48,12472.0,228,4302.29,7,3020.825686567164,67
49,12474.0,180,1166.07,4,3020.825686567164,67
50,12477.0,259,2021.23,1,3020.825686567164,67
51,12481.0,242,3275.6,2,3020.825686567164,67
52,12482.0,212,23691.4,29,3323.211875,16
53,12483.0,184,1353.1000000000001,6,3323.211875,16
54,12484.0,285,706.8,3,1974.9733333333334,24
55,12487.0,366,285.3,1,3323.211875,16
56,12490.0,217,2547.17,7,3110.9663829787237,47
57,12494.0,212,344.87,1,3110.9663829787237,47
58,12495.0,276,357.4,1,3323.211875,16
59,12496.0,256,54.09,2,1974.9733333333334,24
60,12497.0,280,1211.76,1,3020.825686567164,67
61,12499.0,196,393.72,1,3020.825686567164,67
62,12500.0,243,1327.04,6,3020.825686567164,67
63,12503.0,220,1126.0,1,1974.9733333333334,24
64,12504.0,232,134.4,1,3020.825686567164,67
65,12507.0,220,539.25,1,1974.9733333333334,24
66,12510.0,260,3414.23,6,1974.9733333333334,24
67,12514.0,277,580.08,1,1369.7436363636364,11
68,12516.0,235,689.46,1,3020.825686567164,67
69,12523.0,189,1624.15,6,3110.9663829787237,47
70,12524.0,261,2282.58,3,3020.825686567164,67
71,12525.0,192,713.83,2,3110.9663829787237,47
72,12530.0,233,657.54,2,3020.825686567164,67
73,12531.0,322,1807.98,1,3020.825686567164,67
74,12533.0,263,1367.89,2,3020.825686567164,67
75,12539.0,352,5149.06,2,1974.9733333333334,24
76,12540.0,211,4065.57,10,1974.9733333333334,24
77,12542.0,276,364.79,1,1974.9733333333334,24
78,12549.0,211,1575.68,6,797.745,6
79,12555.0,318,129.23,1,1974.9733333333334,24
80,12557.0,182,3661.2000000000003,2,1974.9733333333334,24
81,12567.0,218,871.13,2,3110.9663829787237,47
82,12568.0,280,70.0,1,3020.825686567164,67
83,12570.0,318,77.52,1,1974.9733333333334,24
84,12577.0,372,210.55,1,3110.9663829787237,47
85,12580.0,212,637.2,1,3020.825686567164,67
86,12582.0,213,837.11,1,1054.2085714285715,7
87,12583.0,190,3235.45,6,3110.9663829787237,47
88,12586.0,359,422.35,1,1369.7436363636364,11
89,12588.0,233,328.9,1,1054.2085714285715,7
90,12589.0,325,715.5,1,3110.9663829787237,47
91,12594.0,282,154.14,1,1369.7436363636364,11
92,12598.0,282,649.71,2,3110.9663829787237,47
93,12599.0,184,588.6800000000001,2,3110.9663829787237,47
94,12600.0,213,1392.81,6,3020.825686567164,67
95,12606.0,318,21.0,1,1974.9733333333334,24
96,12609.0,197,1025.75,3,3020.825686567164,67
97,12613.0,245,1743.43,2,3020.825686567164,67
98,12615.0,267,1155.48,1,3110.9663829787237,47
99,12619.0,196,140.14,1,3020.825686567164,67
100,12621.0,201,2566.5,4,3020.825686567164,67
101,12623.0,180,2719.79,4,3020.825686567164,67
102,12625.0,232,969.69,1,3020.825686567164,67
103,12631.0,180,2198.55,4,1054.2085714285715,7
104,12632.0,200,394.32,1,3020.825686567164,67
105,12634.0,184,360.0,1,797.745,6
106,12636.0,374,141.0,1,797.745,6
107,12638.0,275,249.8,1,3323.211875,16
108,12639.0,263,253.58,1,3323.211875,16
109,12643.0,190,2319.4,3,3110.9663829787237,47
110,12644.0,306,868.13,2,3020.825686567164,67
111,12645.0,282,846.74,2,3020.825686567164,67
112,12647.0,185,8902.81,16,3020.825686567164,67
113,12648.0,276,311.8,2,3020.825686567164,67
114,12649.0,219,781.8,3,3020.825686567164,67
115,12656.0,198,945.0,1,3110.9663829787237,47
116,12662.0,183,1199.39,4,3020.825686567164,67
117,12663.0,260,239.4,2,3020.825686567164,67
118,12664.0,362,549.08,1,1054.2085714285715,7
119,12665.0,305,168.8,1,3020.825686567164,67
120,12668.0,203,4502.35,4,3020.825686567164,67
121,12670.0,302,225.60000000000002,1,3110.9663829787237,47
122,12671.0,242,2622.481,1,3020.825686567164,67
123,12672.0,231,211.15,1,3110.9663829787237,47
124,12675.0,189,958.5,2,1369.7436363636364,11
125,12677.0,191,395.1,2,3110.9663829787237,47
126,12678.0,218,8874.67,3,3110.9663829787237,47
127,12681.0,182,7324.1,13,3110.9663829787237,47
128,12682.0,187,6772.38,12,3110.9663829787237,47
129,12683.0,211,2290.08,4,3110.9663829787237,47
130,12692.0,273,110.95,1,3110.9663829787237,47
131,12695.0,226,743.36,2,3110.9663829787237,47
132,12698.0,226,339.75,1,3020.825686567164,67
133,12701.0,189,1469.42,3,3020.825686567164,67
134,12703.0,269,722.98,3,3020.825686567164,67
135,12708.0,224,1425.78,5,3020.825686567164,67
136,12709.0,187,12948.15,11,3020.825686567164,67
137,12711.0,247,1339.05,2,3020.825686567164,67
138,12712.0,204,1102.75,4,3020.825686567164,67
139,12714.0,226,5077.82,4,3110.9663829787237,47
140,12717.0,226,277.93,1,3583.9175,4
141,12725.0,207,1228.95,2,1369.7436363636364,11
142,12726.0,183,536.88,2,3110.9663829787237,47
143,12727.0,183,1293.75,2,3110.9663829787237,47
144,12731.0,208,2835.54,2,3110.9663829787237,47
145,12733.0,325,1130.22,1,797.745,6
146,12742.0,261,1201.52,1,1825.1025,4
147,12744.0,227,1252.95,1,4037.77,1
148,12745.0,210,658.48,2,71361.812,5
149,12747.0,180,2339.87,9,1867.5143861460956,3970
150,12748.0,182,7264.45,47,1867.5143861460956,3970
151,12755.0,270,147.41000000000003,3,1620.3366666666668,6
152,12758.0,184,6015.7,4,1324.745,18
153,12759.0,200,1703.68,2,12217.545454545454,22
154,12765.0,222,528.3,3,12217.545454545454,22
155,12773.0,200,124.25,1,1324.745,18
156,12776.0,303,55.5,1,1324.745,18
157,12778.0,238,378.59999999999997,1,12217.545454545454,22
158,12779.0,284,690.68,2,1783.8999999999999,2
159,12780.0,234,337.4,1,12217.545454545454,22
160,12785.0,367,366.9,1,1324.745,18
161,12786.0,245,728.5000000000001,1,12217.545454545454,22
162,12789.0,329,89.25,1,12217.545454545454,22
163,12791.0,236,555.11,4,12217.545454545454,22
164,12796.0,264,381.0,1,12217.545454545454,22
165,12800.0,312,403.33,2,1324.745,18
166,12802.0,199,774.25,1,12217.545454545454,22
167,12805.0,241,520.2,2,12217.545454545454,22
168,12806.0,208,2843.96,2,12217.545454545454,22
169,12809.0,201,1266.63,2,1324.745,18
170,12810.0,312,159.66,1,1620.3366666666668,6
171,12813.0,214,1065.8,2,12217.545454545454,22
172,12820.0,199,1083.3,4,1867.5143861460956,3970
173,12821.0,247,128.08,1,1867.5143861460956,3970
174,12823.0,190,1940.5,7,1867.5143861460956,3970
175,12825.0,277,214.82999999999998,1,1867.5143861460956,3970
176,12826.0,357,458.2,1,1867.5143861460956,3970
177,12829.0,186,92.3,1,1867.5143861460956,3970
178,12835.0,182,4690.26,31,1867.5143861460956,3970
179,12836.0,187,2189.16,6,1867.5143861460956,3970
180,12837.0,205,554.31,1,1867.5143861460956,3970
181,12838.0,190,539.84,3,1867.5143861460956,3970
182,12839.0,214,2161.98,7,1867.5143861460956,3970
183,12840.0,185,641.69,2,1867.5143861460956,3970
184,12842.0,373,397.20000000000005,1,1867.5143861460956,3970
185,12843.0,185,2994.5299999999997,9,1867.5143861460956,3970
186,12844.0,229,123.03,1,1867.5143861460956,3970
187,12846.0,318,15.58,1,1867.5143861460956,3970
188,12848.0,311,208.0,1,1867.5143861460956,3970
189,12849.0,227,472.29,1,1867.5143861460956,3970
190,12853.0,186,924.04,2,1867.5143861460956,3970
191,12854.0,197,1669.52,4,1867.5143861460956,3970
192,12857.0,225,644.65,2,1867.5143861460956,3970
193,12860.0,329,55.47,1,1867.5143861460956,3970
194,12861.0,255,68.25,1,1867.5143861460956,3970
195,12863.0,183,1364.8500000000001,3,1867.5143861460956,3970
196,12867.0,214,1638.77,3,1867.5143861460956,3970
197,12869.0,317,337.66999999999996,1,1867.5143861460956,3970
198,12870.0,260,209.3,1,1867.5143861460956,3970
199,12872.0,217,1600.2,5,1867.5143861460956,3970
200,12873.0,317,492.4,1,1867.5143861460956,3970
201,12874.0,190,489.26,1,1681.608125,16
202,12875.0,238,659.5200000000001,2,1867.5143861460956,3970
203,12876.0,226,885.5400000000001,1,1681.608125,16
204,12877.0,190,606.76,3,1867.5143861460956,3970
205,12880.0,210,337.18,1,1867.5143861460956,3970
206,12891.0,183,199.5,4,1867.5143861460956,3970
207,12894.0,211,157.35,1,1867.5143861460956,3970
208,12898.0,295,158.32,1,1867.5143861460956,3970
209,12905.0,212,1018.42,2,1867.5143861460956,3970
210,12908.0,266,318.0,1,1867.5143861460956,3970
211,12909.0,200,586.61,2,1867.5143861460956,3970
212,12910.0,257,1017.96,1,1867.5143861460956,3970
213,12911.0,187,1680.47,1,1867.5143861460956,3970
214,12913.0,206,1903.74,5,1867.5143861460956,3970
215,12915.0,225,206.3,1,1867.5143861460956,3970
216,12916.0,243,1155.62,2,1867.5143861460956,3970
217,12917.0,214,2102.0,2,1867.5143861460956,3970
218,12918.0,262,10953.5,1,1867.5143861460956,3970
219,12920.0,207,323.86,3,1867.5143861460956,3970
220,12921.0,200,8580.86,14,1867.5143861460956,3970
221,12923.0,211,426.2,1,1867.5143861460956,3970
222,12924.0,198,1147.99,5,1867.5143861460956,3970
223,12925.0,228,35.28,1,1867.5143861460956,3970
224,12926.0,283,612.4,2,1867.5143861460956,3970
225,12928.0,185,484.79,1,1867.5143861460956,3970
226,12931.0,185,19622.66,24,1867.5143861460956,3970
227,12932.0,185,1562.06,7,1867.5143861460956,3970
228,12933.0,365,155.79,1,1867.5143861460956,3970
229,12934.0,372,181.65,1,1867.5143861460956,3970
230,12935.0,213,831.65,4,1867.5143861460956,3970
231,12937.0,186,902.44,3,1867.5143861460956,3970
232,12939.0,185,2250.0,5,1867.5143861460956,3970
233,12941.0,360,377.49,1,1867.5143861460956,3970
234,12943.0,194,496.5,2,1867.5143861460956,3970
235,12945.0,292,437.16,1,1867.5143861460956,3970
236,12948.0,366,252.48,2,1867.5143861460956,3970
237,12949.0,235,5276.51,8,1867.5143861460956,3970
238,12951.0,214,705.6,4,1867.5143861460956,3970
239,12954.0,274,162.45,1,1867.5143861460956,3970
240,12956.0,320,413.82,3,1867.5143861460956,3970
241,12957.0,241,3437.3,3,1867.5143861460956,3970
242,12958.0,219,166.89,1,1867.5143861460956,3970
243,12960.0,213,733.57,2,1867.5143861460956,3970
244,12969.0,238,122.45,1,1867.5143861460956,3970
245,12970.0,371,260.64,1,1867.5143861460956,3970
246,12971.0,180,2174.25,9,1867.5143861460956,3970
247,12972.0,218,1019.04,3,1867.5143861460956,3970
248,12974.0,201,264.15,1,1867.5143861460956,3970
249,12975.0,369,441.63,1,1867.5143861460956,3970
250,12976.0,210,1619.02,4,1867.5143861460956,3970
251,12978.0,281,1946.46,4,1867.5143861460956,3970
252,12979.0,365,517.7,1,1825.1025,4
253,12980.0,206,3513.48,5,1867.5143861460956,3970
254,12982.0,197,1372.22,3,1867.5143861460956,3970
255,12983.0,234,490.08,1,1867.5143861460956,3970
256,12986.0,186,1108.8200000000002,4,1867.5143861460956,3970
257,12987.0,246,460.68,2,1867.5143861460956,3970
258,12989.0,192,3340.14,11,1867.5143861460956,3970
259,12990.0,255,117.0,1,1867.5143861460956,3970
260,12992.0,361,93.35,1,1867.5143861460956,3970
261,12993.0,267,436.45,2,1867.5143861460956,3970
262,12997.0,218,274.7,2,1867.5143861460956,3970
263,12998.0,246,604.1,2,1867.5143861460956,3970
264,13000.0,361,497.65,1,1867.5143861460956,3970
265,13001.0,180,7719.11,10,1867.5143861460956,3970
266,13004.0,196,3343.86,10,1867.5143861460956,3970
267,13007.0,215,175.25,1,1867.5143861460956,3970
268,13008.0,359,189.31,1,1867.5143861460956,3970
269,13009.0,308,234.0,1,1867.5143861460956,3970
270,13010.0,284,177.12,1,1867.5143861460956,3970
271,13012.0,228,381.89000000000004,1,1867.5143861460956,3970
272,13013.0,182,3859.8900000000003,7,1867.5143861460956,3970
273,13015.0,228,1259.85,2,1867.5143861460956,3970
274,13018.0,206,1464.35,5,1867.5143861460956,3970
275,13019.0,201,780.85,4,1867.5143861460956,3970
276,13020.0,198,618.96,2,1867.5143861460956,3970
277,13021.0,229,962.39,3,1867.5143861460956,3970
278,13024.0,218,247.83,1,1867.5143861460956,3970
279,13025.0,367,323.39,1,1867.5143861460956,3970
280,13026.0,227,696.88,3,1867.5143861460956,3970
281,13027.0,199,4464.0,7,1867.5143861460956,3970
282,13031.0,190,978.24,1,1867.5143861460956,3970
283,13036.0,320,307.1,1,1867.5143861460956,3970
284,13037.0,227,1733.8600000000001,5,1867.5143861460956,3970
285,13039.0,220,1010.73,4,1867.5143861460956,3970
286,13041.0,225,256.16,1,1867.5143861460956,3970
287,13042.0,234,1556.54,3,1867.5143861460956,3970
288,13044.0,198,3460.85,8,1867.5143861460956,3970
289,13047.0,191,3047.2200000000003,7,1867.5143861460956,3970
290,13048.0,199,919.35,3,1867.5143861460956,3970
291,13050.0,182,2579.98,7,1867.5143861460956,3970
292,13051.0,214,155.8,2,1867.5143861460956,3970
293,13052.0,186,2064.83,4,1867.5143861460956,3970
294,13053.0,257,127.65,1,1867.5143861460956,3970
295,13056.0,187,209.48,1,1867.5143861460956,3970
296,13057.0,267,353.49,1,1867.5143861460956,3970
297,13059.0,183,881.48,3,1867.5143861460956,3970
298,13064.0,186,561.25,2,1867.5143861460956,3970
299,13065.0,183,187.57,1,1867.5143861460956,3970
300,13070.0,225,308.4,2,1867.5143861460956,3970
301,13071.0,248,129.22,1,1867.5143861460956,3970
302,13074.0,253,1062.24,3,1867.5143861460956,3970
303,13077.0,225,974.54,3,1867.5143861460956,3970
304,13078.0,180,8187.42,16,1867.5143861460956,3970
305,13080.0,197,160.75,2,1867.5143861460956,3970
306,13081.0,196,14345.23,8,1867.5143861460956,3970
307,13082.0,186,2153.54,6,1867.5143861460956,3970
308,13085.0,315,2017.2,6,1867.5143861460956,3970
309,13087.0,362,313.64,1,1867.5143861460956,3970
310,13089.0,185,21611.05,44,1867.5143861460956,3970
311,13091.0,365,1976.0,2,1867.5143861460956,3970
312,13092.0,183,1095.95,4,1867.5143861460956,3970
313,13093.0,182,14554.33,18,1867.5143861460956,3970
314,13097.0,206,4409.82,11,1867.5143861460956,3970
315,13101.0,197,449.31,2,1867.5143861460956,3970
316,13102.0,200,839.95,2,1867.5143861460956,3970
317,13103.0,213,123.34,1,1867.5143861460956,3970
318,13104.0,289,96.66,1,1867.5143861460956,3970
319,13107.0,246,1302.33,2,1867.5143861460956,3970
320,13109.0,187,347.49,1,1867.5143861460956,3970
321,13110.0,192,947.7,4,1867.5143861460956,3970
322,13111.0,354,321.88000000000005,1,1867.5143861460956,3970
323,13113.0,194,1942.94,3,1867.5143861460956,3970
324,13114.0,366,234.38,1,1867.5143861460956,3970
325,13115.0,207,959.04,2,1867.5143861460956,3970
326,13117.0,215,407.25,3,1867.5143861460956,3970
327,13119.0,304,134.9,1,1867.5143861460956,3970
328,13126.0,231,782.29,2,1867.5143861460956,3970
329,13128.0,267,263.5,1,1867.5143861460956,3970
330,13131.0,190,1393.58,3,1867.5143861460956,3970
331,13136.0,222,1931.07,2,1867.5143861460956,3970
332,13141.0,185,2426.18,6,1867.5143861460956,3970
333,13143.0,220,405.1,1,1867.5143861460956,3970
334,13145.0,235,102.0,1,1867.5143861460956,3970
335,13148.0,203,2824.52,7,1867.5143861460956,3970
336,13150.0,266,176.51999999999998,1,1867.5143861460956,3970
337,13151.0,261,1322.8700000000001,2,1867.5143861460956,3970
338,13152.0,205,1334.69,4,1867.5143861460956,3970
339,13154.0,371,337.1,1,1867.5143861460956,3970
340,13156.0,304,1239.6,2,1867.5143861460956,3970
341,13157.0,210,1805.8600000000001,2,1867.5143861460956,3970
342,13162.0,180,6628.8,9,1867.5143861460956,3970
343,13163.0,246,17.65,1,1867.5143861460956,3970
344,13164.0,205,372.2,2,1867.5143861460956,3970
345,13169.0,198,127.2,1,1867.5143861460956,3970
346,13173.0,197,1724.8500000000001,8,1867.5143861460956,3970
347,13174.0,203,3928.38,6,1867.5143861460956,3970
348,13175.0,218,831.45,2,1867.5143861460956,3970
349,13178.0,185,5188.72,6,1867.5143861460956,3970
350,13179.0,254,572.3100000000001,1,1867.5143861460956,3970
351,13180.0,243,86.10000000000001,1,1867.5143861460956,3970
352,13183.0,218,879.0600000000001,2,1867.5143861460956,3970
353,13187.0,260,130.99,3,1867.5143861460956,3970
354,13190.0,180,570.66,3,1867.5143861460956,3970
355,13191.0,294,164.69,1,1867.5143861460956,3970
356,13192.0,227,1365.97,2,1867.5143861460956,3970
357,13196.0,253,199.97,1,1867.5143861460956,3970
358,13197.0,245,373.01000000000005,1,1867.5143861460956,3970
359,13199.0,184,3277.01,14,1867.5143861460956,3970
360,13201.0,200,653.08,2,1867.5143861460956,3970
361,13202.0,180,1221.63,5,1867.5143861460956,3970
362,13203.0,267,460.22,2,1867.5143861460956,3970
363,13204.0,367,966.6600000000001,1,1867.5143861460956,3970
364,13206.0,200,7533.04,11,1867.5143861460956,3970
365,13207.0,248,214.20000000000002,1,1867.5143861460956,3970
366,13208.0,372,61.12,1,1867.5143861460956,3970
367,13209.0,217,2126.5,4,1867.5143861460956,3970
368,13211.0,215,688.15,4,1867.5143861460956,3970
369,13213.0,204,295.55,1,1867.5143861460956,3970
370,13214.0,218,1957.83,3,1867.5143861460956,3970
371,13217.0,291,132.5,1,1867.5143861460956,3970
372,13219.0,254,76.23,1,1867.5143861460956,3970
373,13220.0,211,516.8,1,1867.5143861460956,3970
374,13222.0,213,88.5,1,1867.5143861460956,3970
375,13223.0,208,402.71999999999997,2,1867.5143861460956,3970
376,13225.0,242,5842.07,5,1867.5143861460956,3970
377,13230.0,190,863.35,5,1867.5143861460956,3970
378,13233.0,330,290.63,1,1867.5143861460956,3970
379,13234.0,308,356.95,2,1867.5143861460956,3970
380,13238.0,226,117.0,1,1867.5143861460956,3970
381,13240.0,236,269.47,3,1867.5143861460956,3970
382,13242.0,198,214.5,2,1867.5143861460956,3970
383,13243.0,267,292.66,1,1867.5143861460956,3970
384,13249.0,224,305.6,3,1867.5143861460956,3970
385,13252.0,261,346.90000000000003,1,1867.5143861460956,3970
386,13253.0,339,974.39,1,1867.5143861460956,3970
387,13259.0,208,827.01,6,1867.5143861460956,3970
388,13262.0,236,232.41,1,1867.5143861460956,3970
389,13266.0,199,1317.72,4,1867.5143861460956,3970
390,13267.0,214,2431.86,7,1867.5143861460956,3970
391,13269.0,231,1564.99,7,1867.5143861460956,3970
392,13275.0,268,180.16,1,1867.5143861460956,3970
393,13276.0,278,396.83,1,1867.5143861460956,3970
394,13278.0,246,297.69,1,1867.5143861460956,3970
395,13280.0,280,478.5,1,1867.5143861460956,3970
396,13283.0,203,279.7,2,1867.5143861460956,3970
397,13285.0,236,655.47,2,1867.5143861460956,3970
398,13286.0,236,734.91,1,1867.5143861460956,3970
399,13287.0,239,781.59,3,1867.5143861460956,3970
400,13288.0,288,548.64,2,1867.5143861460956,3970
401,13289.0,359,307.95,1,1867.5143861460956,3970
402,13291.0,204,1125.1,4,1867.5143861460956,3970
403,13293.0,229,746.13,3,1867.5143861460956,3970
404,13294.0,282,815.79,1,1867.5143861460956,3970
405,13295.0,212,306.5,1,1867.5143861460956,3970
406,13296.0,184,299.13,2,1867.5143861460956,3970
407,13300.0,210,314.98,1,1867.5143861460956,3970
408,13304.0,182,616.15,2,1867.5143861460956,3970
409,13305.0,275,415.78000000000003,1,1867.5143861460956,3970
410,13307.0,228,227.74,1,1867.5143861460956,3970
411,13308.0,232,284.86,1,1867.5143861460956,3970
412,13313.0,186,1618.2,6,1867.5143861460956,3970
413,13315.0,325,310.26000000000005,1,1867.5143861460956,3970
414,13316.0,275,2017.3600000000001,1,1867.5143861460956,3970
415,13317.0,184,1769.02,5,1867.5143861460956,3970
416,13319.0,210,5148.09,16,1867.5143861460956,3970
417,13324.0,199,350.15999999999997,1,1867.5143861460956,3970
418,13327.0,200,2986.85,6,1867.5143861460956,3970
419,13329.0,371,334.65,1,1867.5143861460956,3970
420,13330.0,201,1229.15,2,1867.5143861460956,3970
421,13333.0,294,162.17999999999998,1,1867.5143861460956,3970
422,13334.0,288,1191.62,1,1867.5143861460956,3970
423,13337.0,182,1575.26,1,1867.5143861460956,3970
424,13338.0,196,1508.75,2,1867.5143861460956,3970
425,13340.0,256,6986.06,3,1867.5143861460956,3970
426,13346.0,207,105.9,2,1867.5143861460956,3970
427,13357.0,197,2316.94,3,1867.5143861460956,3970
428,13360.0,330,715.15,2,1867.5143861460956,3970
429,13361.0,253,817.25,1,1867.5143861460956,3970
430,13371.0,268,1189.01,1,1867.5143861460956,3970
431,13373.0,257,2154.85,2,1867.5143861460956,3970
432,13377.0,281,815.32,1,1867.5143861460956,3970
433,13381.0,200,2164.4700000000003,3,1867.5143861460956,3970
434,13382.0,254,655.65,3,1867.5143861460956,3970
435,13388.0,239,508.55,1,1867.5143861460956,3970
436,13392.0,313,91.14,1,1867.5143861460956,3970
437,13393.0,219,1131.45,4,1867.5143861460956,3970
438,13394.0,180,2744.32,7,1867.5143861460956,3970
439,13397.0,213,1339.34,4,1867.5143861460956,3970
440,13400.0,218,310.83,1,1867.5143861460956,3970
441,13402.0,200,290.6,1,1867.5143861460956,3970
442,13403.0,359,78.6,1,1867.5143861460956,3970
443,13405.0,205,532.76,2,1867.5143861460956,3970
444,13406.0,267,140.16,1,1867.5143861460956,3970
445,13407.0,214,2244.7,3,1867.5143861460956,3970
446,13408.0,194,13597.222,25,1867.5143861460956,3970
447,13410.0,334,682.9200000000001,2,1867.5143861460956,3970
448,13412.0,256,487.35,1,1867.5143861460956,3970
449,13413.0,275,429.44,6,1867.5143861460956,3970
450,13414.0,239,219.86,1,1867.5143861460956,3970
451,13415.0,266,749.67,3,1867.5143861460956,3970
452,13416.0,372,228.3,1,1867.5143861460956,3970
453,13417.0,183,1028.66,4,1867.5143861460956,3970
454,13418.0,200,2904.73,6,1867.5143861460956,3970
455,13421.0,299,819.49,3,1867.5143861460956,3970
456,13425.0,215,836.5600000000001,1,1867.5143861460956,3970
457,13426.0,214,2164.67,5,1867.5143861460956,3970
458,13427.0,358,96.0,1,1867.5143861460956,3970
459,13431.0,233,531.15,2,1867.5143861460956,3970
460,13432.0,207,439.1,2,1867.5143861460956,3970
461,13433.0,239,410.74,2,1867.5143861460956,3970
462,13434.0,291,339.18,1,1867.5143861460956,3970
463,13438.0,183,46.5,1,1867.5143861460956,3970
464,13442.0,303,419.87,3,1867.5143861460956,3970
465,13443.0,189,1083.92,5,1867.5143861460956,3970
466,13445.0,262,241.89999999999998,1,1867.5143861460956,3970
467,13446.0,183,2776.64,8,1867.5143861460956,3970
468,13448.0,204,2740.1,4,1867.5143861460956,3970
469,13450.0,183,784.4,3,1867.5143861460956,3970
470,13451.0,208,2153.94,2,1867.5143861460956,3970
471,13454.0,277,219.87,1,1867.5143861460956,3970
472,13455.0,229,914.8000000000001,3,1867.5143861460956,3970
473,13457.0,324,148.22,2,1867.5143861460956,3970
474,13459.0,260,1160.41,2,1867.5143861460956,3970
475,13461.0,233,336.6,1,1867.5143861460956,3970
476,13462.0,273,526.46,3,1867.5143861460956,3970
477,13464.0,254,299.34000000000003,1,1867.5143861460956,3970
478,13465.0,222,611.5,1,1867.5143861460956,3970
479,13466.0,264,262.31,1,1867.5143861460956,3970
480,13468.0,185,3595.29,16,1867.5143861460956,3970
481,13469.0,289,82.4,1,1867.5143861460956,3970
482,13472.0,191,262.18,1,1867.5143861460956,3970
483,13473.0,210,2235.12,6,1867.5143861460956,3970
484,13476.0,280,240.8,1,1867.5143861460956,3970
485,13477.0,225,809.84,2,1867.5143861460956,3970
486,13478.0,268,1650.51,3,1867.5143861460956,3970
487,13480.0,315,493.94,1,1867.5143861460956,3970
488,13481.0,224,1156.04,3,1867.5143861460956,3970
489,13482.0,263,151.45,1,1867.5143861460956,3970
490,13484.0,275,165.78,1,1867.5143861460956,3970
491,13485.0,197,1309.05,4,1867.5143861460956,3970
492,13487.0,370,103.95,1,1867.5143861460956,3970
493,13488.0,207,1656.6599999999999,3,1867.5143861460956,3970
494,13490.0,290,154.25,1,1867.5143861460956,3970
495,13491.0,187,2435.92,10,1867.5143861460956,3970
496,13495.0,262,1210.51,3,1867.5143861460956,3970
497,13497.0,261,582.23,3,1867.5143861460956,3970
498,13498.0,366,327.38,1,1867.5143861460956,3970
499,13501.0,206,595.17,1,3224.2346153846156,13
500,13502.0,184,307.90000000000003,1,1867.5143861460956,3970
501,13503.0,192,1302.8700000000001,3,1867.5143861460956,3970
502,13508.0,278,176.07999999999998,1,1867.5143861460956,3970
503,13510.0,229,1312.79,3,1867.5143861460956,3970
504,13511.0,312,282.76,1,1867.5143861460956,3970
505,13512.0,219,153.3,1,1867.5143861460956,3970
506,13513.0,291,299.64,1,1867.5143861460956,3970
507,13514.0,215,588.7,2,1867.5143861460956,3970
508,13515.0,280,188.1,1,1867.5143861460956,3970
509,13520.0,243,1795.88,3,3224.2346153846156,13
510,13526.0,374,1182.0,2,1867.5143861460956,3970
511,13527.0,229,1349.16,3,1867.5143861460956,3970
512,13530.0,270,402.98,1,1867.5143861460956,3970
513,13531.0,231,607.3100000000001,2,1867.5143861460956,3970
514,13538.0,292,803.54,2,1867.5143861460956,3970
