Customer ID,Country,Recency,Monetary,Frequency
12725.0,Italy,7,2266.76,4
12726.0,France,23,1405.5,4
12727.0,France,78,1698.8300000000002,3
12728.0,France,19,233.84,1
12730.0,Germany,157,829.25,1
12731.0,France,78,6879.8,5
12733.0,USA,25,2040.92,3
12734.0,France,10,529.25,2
12737.0,France,134,3710.5,2
12738.0,Germany,8,155.35,1
12739.0,United Arab Emirates,21,1713.69,2
12741.0,USA,165,406.07,2
12742.0,United Arab Emirates,261,1201.52,1
12744.0,Singapore,95,4037.77,4
12745.0,EIRE,122,925.41,3
12746.0,United Kingdom,176,254.55,1
12747.0,United Kingdom,5,5080.53,16
12748.0,United Kingdom,1,22879.66,144
12749.0,United Kingdom,35,2806.48,4
12751.0,Brazil,80,268.27,1
12755.0,Japan,1,5218.71,10
12758.0,Portugal,95,7111.650000000001,5
12759.0,Netherlands,22,3489.3,5
12760.0,Netherlands,91,347.8,1
12761.0,Netherlands,93,782.95,2
12763.0,Japan,5,320.08,1
12765.0,Netherlands,108,1404.58,6
12766.0,Portugal,2,3078.65,3
12767.0,Korea,11,949.82,1
12768.0,Korea,86,168.69,1
12770.0,Japan,92,1895.0,1
12771.0,Portugal,121,282.3,1
12773.0,Portugal,200,124.25,1
12774.0,Netherlands,171,98.7,1
12775.0,Netherlands,24,300.08000000000004,2
12776.0,Portugal,303,55.5,1
12777.0,United Kingdom,93,519.45,1
12778.0,Netherlands,32,953.4499999999999,3
12779.0,Poland,7,2740.91,7
12780.0,Netherlands,234,337.4,1
12782.0,Portugal,10,2287.32,6
12784.0,Portugal,165,1230.33,1
12785.0,Portugal,171,788.45,2
12786.0,Netherlands,245,728.5000000000001,1
12787.0,Netherlands,49,398.52,1
12788.0,Netherlands,99,444.90000000000003,4
12789.0,Netherlands,148,181.5,2
12790.0,Netherlands,46,266.93,1
12791.0,Netherlands,9,863.51,6
12792.0,Portugal,170,426.47,1
12793.0,Portugal,7,471.85,2
12796.0,Netherlands,264,381.0,1
12797.0,Portugal,1,552.08,2
12798.0,Japan,57,1533.89,1
12799.0,Japan,165,219.35,1
12800.0,Portugal,106,584.25,3
12801.0,Sweden,136,1071.82,1
12802.0,Netherlands,78,1988.84,6
12803.0,Netherlands,29,1092.81,1
12804.0,Netherlands,101,327.02,2
12805.0,Netherlands,17,1434.95,4
12806.0,Netherlands,71,2878.96,4
12807.0,Sweden,19,330.35,1
12808.0,Portugal,4,422.45,3
12809.0,Portugal,201,1266.63,2
12810.0,Japan,170,534.99,2
12811.0,Portugal,14,519.0500000000001,2
12813.0,Netherlands,137,1687.8,3
12817.0,Austria,35,524.94,2
12819.0,United Kingdom,94,540.52,1
12820.0,United Kingdom,33,1747.18,7
12821.0,United Kingdom,247,128.08,1
12823.0,United Kingdom,30,4742.0,13
12825.0,United Kingdom,157,518.63,2
12826.0,United Kingdom,1,1481.03,6
12829.0,United Kingdom,186,92.3,1
12831.0,United Kingdom,99,236.06,2
12835.0,United Kingdom,63,6043.31,41
12836.0,United Kingdom,25,3972.76,11
12837.0,United Kingdom,205,554.31,1
12838.0,United Kingdom,9,2715.35,9
12839.0,United Kingdom,3,4480.31,13
12840.0,United Kingdom,73,1315.2,3
12841.0,United Kingdom,5,3518.33,17
12842.0,United Kingdom,40,799.0,2
12843.0,United Kingdom,18,4886.15,22
12844.0,United Kingdom,78,322.64,2
12846.0,United Kingdom,318,15.58,1
12847.0,United Kingdom,23,765.36,1
12848.0,United Kingdom,311,208.0,1
12849.0,United Kingdom,17,2039.67,4
12850.0,United Kingdom,81,330.0,1
12851.0,United Kingdom,113,148.95,1
12853.0,United Kingdom,63,1950.4,5
12854.0,United Kingdom,197,1669.52,4
12855.0,United Kingdom,8,612.84,4
12857.0,United Kingdom,72,2581.6,4
12858.0,United Kingdom,19,177.92,1
12859.0,United Kingdom,94,575.1,1
12860.0,United Kingdom,329,55.47,1
12861.0,United Kingdom,255,68.25,1
12862.0,United Kingdom,61,1008.32,2
12863.0,United Kingdom,15,2271.35,5
12864.0,United Kingdom,144,152.45,1
12865.0,Austria,14,1755.24,2
12866.0,Belgium,110,668.23,2
12867.0,United Kingdom,33,3876.47,6
12868.0,United Kingdom,9,640.0,3
12869.0,United Kingdom,317,337.66999999999996,1
12870.0,United Kingdom,11,1676.95,3
12871.0,United Kingdom,75,363.38,1
12872.0,United Kingdom,1,3085.52,11
12873.0,United Kingdom,33,1653.3,2
12874.0,Belgium,21,948.42,2
12875.0,United Kingdom,107,1013.7600000000001,3
12876.0,Belgium,30,1863.77,2
12877.0,United Kingdom,37,1419.4,8
12880.0,United Kingdom,17,640.13,2
12887.0,United Kingdom,19,222.4,1
12889.0,United Kingdom,17,385.46000000000004,4
12890.0,United Kingdom,23,336.8,1
12891.0,United Kingdom,94,509.5,8
12892.0,United Kingdom,32,263.38,1
12894.0,United Kingdom,211,157.35,1
12897.0,United Kingdom,17,297.75,2
12898.0,United Kingdom,99,310.96,2
12899.0,United Kingdom,49,366.4,1
12900.0,United Kingdom,58,340.33000000000004,1
12903.0,United Kingdom,64,833.5300000000001,1
12905.0,United Kingdom,212,1018.42,2
12907.0,United Kingdom,31,508.91,2
12908.0,United Kingdom,16,1026.0,3
12909.0,United Kingdom,60,924.52,3
12910.0,United Kingdom,15,2721.48,5
12911.0,United Kingdom,187,1680.47,1
12913.0,United Kingdom,4,4217.23,9
12914.0,United Kingdom,36,223.98,1
12915.0,United Kingdom,8,811.1,3
12916.0,United Kingdom,78,1647.8700000000001,3
12917.0,United Kingdom,36,3765.2,5
12918.0,United Kingdom,262,10953.5,1
12920.0,United Kingdom,207,323.86,3
12921.0,United Kingdom,2,19333.95,39
12923.0,United Kingdom,26,612.9,2
12924.0,United Kingdom,29,1535.7,8
12925.0,United Kingdom,228,35.28,1
12926.0,United Kingdom,47,1548.46,4
12927.0,United Kingdom,30,197.31,1
12928.0,United Kingdom,14,2242.19,7
12931.0,United Kingdom,16,50291.38,42
12932.0,United Kingdom,175,1698.56,8
12933.0,United Kingdom,16,1079.5,5
12934.0,United Kingdom,372,181.65,1
12935.0,United Kingdom,11,2083.16,8
12937.0,United Kingdom,99,1593.34,5
12939.0,United Kingdom,15,13683.0,12
12941.0,United Kingdom,360,377.49,1
12942.0,United Kingdom,1,258.75,1
12943.0,United Kingdom,194,496.5,2
12945.0,United Kingdom,292,437.16,1
12946.0,United Kingdom,72,324.45,1
12947.0,United Kingdom,9,304.04,1
12948.0,United Kingdom,366,252.48,2
12949.0,United Kingdom,18,11359.48,14
12951.0,United Kingdom,22,2149.65,9
12953.0,United Kingdom,158,498.96,1
12954.0,United Kingdom,274,162.45,1
12956.0,United Kingdom,320,413.82,3
12957.0,United Kingdom,177,4689.43,5
12958.0,United Kingdom,36,539.49,2
12959.0,United Kingdom,120,150.95,1
12960.0,United Kingdom,49,1322.0700000000002,4
12961.0,United Kingdom,15,211.99,1
12963.0,United Kingdom,1,1744.96,5
12964.0,United Kingdom,73,132.24,1
12967.0,United Kingdom,7,2646.02,2
12969.0,United Kingdom,238,122.45,1
12970.0,United Kingdom,16,1072.73,6
12971.0,United Kingdom,2,4782.88,33
12972.0,United Kingdom,49,1161.2,4
12973.0,United Kingdom,49,385.55,1
12974.0,United Kingdom,201,264.15,1
12975.0,United Kingdom,72,2100.09,6
12976.0,United Kingdom,14,2417.78,7
12977.0,United Kingdom,137,478.39,3
12978.0,United Kingdom,21,2502.82,5
12979.0,United Arab Emirates,365,517.7,1
12980.0,United Kingdom,22,8870.880000000001,12
12982.0,United Kingdom,30,2354.27,7
12983.0,United Kingdom,234,490.08,1
12986.0,United Kingdom,64,2729.84,10
12987.0,United Kingdom,56,753.51,3
12989.0,United Kingdom,60,6627.64,18
12990.0,United Kingdom,53,546.0,4
12991.0,United Kingdom,25,261.06,1
12992.0,United Kingdom,361,93.35,1
12993.0,United Kingdom,81,844.87,4
12996.0,United Kingdom,11,355.5,1
12997.0,United Kingdom,30,884.02,4
12998.0,United Kingdom,128,920.08,3
13000.0,United Kingdom,361,497.65,1
13001.0,United Kingdom,40,14353.28,20
13002.0,United Kingdom,52,293.18,2
13004.0,United Kingdom,22,5994.94,18
13005.0,United Kingdom,67,485.98,2
13007.0,United Kingdom,215,175.25,1
13008.0,United Kingdom,33,382.66,2
13009.0,United Kingdom,308,234.0,1
13010.0,United Kingdom,10,330.12,2
13011.0,United Kingdom,8,50.550000000000004,1
13012.0,United Kingdom,65,1310.99,3
13013.0,United Kingdom,7,7814.83,18
13014.0,United Kingdom,68,1914.8,1
13015.0,United Kingdom,74,3240.14,6
13018.0,United Kingdom,49,2485.46,7
13019.0,United Kingdom,15,1229.95,6
13020.0,United Kingdom,198,618.96,2
13021.0,United Kingdom,10,2270.86,8
13022.0,Belgium,65,65.3,1
13023.0,United Kingdom,164,759.13,1
13024.0,United Kingdom,106,555.87,2
13025.0,United Kingdom,367,323.39,1
13026.0,United Kingdom,124,757.72,4
13027.0,United Kingdom,21,10423.2,13
13029.0,United Kingdom,10,679.8,2
13030.0,United Kingdom,4,427.74,1
13031.0,United Kingdom,43,3419.27,5
13032.0,United Kingdom,28,1833.3700000000001,7
13033.0,United Kingdom,65,30.0,1
13034.0,United Kingdom,5,279.91,2
13035.0,United Kingdom,67,442.32,1
13036.0,United Kingdom,320,307.1,1
13037.0,United Kingdom,35,3033.88,9
13039.0,United Kingdom,220,1010.73,4
13041.0,United Kingdom,86,799.13,4
13042.0,United Kingdom,234,1556.54,3
13044.0,United Kingdom,128,4293.43,10
13045.0,United Kingdom,37,503.64,2
13046.0,United Kingdom,92,319.94,1
13047.0,United Kingdom,9,5557.62,17
13048.0,United Kingdom,72,2248.3,5
13049.0,United Kingdom,25,751.5600000000001,2
13050.0,United Kingdom,2,6507.67,19
13051.0,United Kingdom,214,155.8,2
13052.0,United Kingdom,56,2820.38,6
13053.0,United Kingdom,257,127.65,1
13055.0,United Kingdom,65,1106.7,1
13056.0,United Kingdom,187,209.48,1
13057.0,United Kingdom,166,722.09,3
13059.0,United Kingdom,49,2119.77,9
13063.0,United Kingdom,116,188.4,1
13064.0,United Kingdom,186,561.25,2
13065.0,United Kingdom,9,1055.05,5
13067.0,United Kingdom,45,393.05,2
13069.0,United Kingdom,5,5247.01,16
13070.0,United Kingdom,95,522.9,3
13071.0,United Kingdom,248,129.22,1
13073.0,United Kingdom,47,418.08,2
13074.0,United Kingdom,147,1378.74,4
13076.0,United Kingdom,93,135.4,1
13077.0,United Kingdom,2,2335.4,8
13078.0,United Kingdom,2,16904.51,32
13079.0,United Kingdom,53,199.08,1
13080.0,United Kingdom,37,222.65,3
13081.0,United Kingdom,7,30867.77,19
13082.0,United Kingdom,60,3722.12,12
13083.0,United Kingdom,61,91.67999999999999,1
13084.0,United Kingdom,127,122.39999999999999,1
13085.0,United Kingdom,315,2017.2,6
13086.0,United Kingdom,18,439.33000000000004,1
13087.0,United Kingdom,362,313.64,1
13088.0,United Kingdom,53,236.11,1
13089.0,United Kingdom,4,57912.03,109
13090.0,United Kingdom,1,5192.27,13
13091.0,United Kingdom,365,1976.0,2
13092.0,United Kingdom,50,1662.45,7
13093.0,United Kingdom,9,47111.18,48
13094.0,United Kingdom,4,505.80000000000007,2
13096.0,United Kingdom,30,419.7000000000001,1
13097.0,United Kingdom,24,7378.8,18
13101.0,United Kingdom,134,594.21,3
13102.0,United Kingdom,1,5272.83,14
13103.0,United Kingdom,73,465.70000000000005,2
13104.0,United Kingdom,51,610.62,3
13105.0,United Kingdom,72,72.0,1
13106.0,United Kingdom,49,526.96,1
13107.0,United Kingdom,49,3721.45,5
13108.0,United Kingdom,8,748.46,2
13109.0,United Kingdom,187,347.49,1
13110.0,United Kingdom,73,1468.8,5
13111.0,United Kingdom,354,321.88000000000005,1
13112.0,United Kingdom,177,20.599999999999998,1
13113.0,United Kingdom,2,6379.7699999999995,14
13114.0,United Kingdom,366,234.38,1
13115.0,United Kingdom,15,3199.92,6
13117.0,United Kingdom,1,1658.9,12
13118.0,United Kingdom,12,1217.6,4
13119.0,United Kingdom,304,134.9,1
13123.0,United Kingdom,108,506.75,2
13124.0,United Kingdom,21,916.12,1
13125.0,United Kingdom,159,158.57,1
13126.0,United Kingdom,2,1898.61,7
13128.0,United Kingdom,267,263.5,1
13129.0,United Kingdom,88,233.25,2
13131.0,United Kingdom,54,2240.4700000000003,4
13133.0,United Kingdom,95,90.65,1
13134.0,United Kingdom,38,681.65,2
13135.0,United Kingdom,127,275.45,1
13136.0,United Kingdom,11,3666.9500000000003,8
13137.0,United Kingdom,22,4062.29,8
13138.0,United Kingdom,8,504.85,2
13139.0,United Kingdom,73,3138.04,1
13140.0,United Kingdom,2,791.96,3
13141.0,United Kingdom,21,5279.83,12
13143.0,United Kingdom,220,405.1,1
13144.0,United Kingdom,67,24.4,1
13145.0,United Kingdom,8,805.0,4
13148.0,United Kingdom,25,4914.6900000000005,14
13150.0,United Kingdom,120,449.96999999999997,3
13151.0,United Kingdom,261,1322.8700000000001,2
13152.0,United Kingdom,53,2146.38,7
13154.0,United Kingdom,35,1624.84,3
13155.0,United Kingdom,4,778.4200000000001,3
13156.0,United Kingdom,21,1586.54,3
13157.0,United Kingdom,45,3946.14,5
13158.0,United Kingdom,24,307.12,1
13161.0,United Kingdom,136,366.13,1
13162.0,United Kingdom,16,7587.2,12
13163.0,United Kingdom,246,17.65,1
13164.0,United Kingdom,205,372.2,2
13165.0,United Kingdom,49,429.68,1
13166.0,United Kingdom,50,466.98,1
13167.0,United Kingdom,26,333.82,1
13168.0,United Kingdom,178,556.12,1
13169.0,United Kingdom,198,127.2,1
13172.0,United Kingdom,36,69.6,1
13173.0,United Kingdom,3,2285.7,10
13174.0,United Kingdom,5,6677.81,10
13175.0,United Kingdom,218,831.45,2
13177.0,United Kingdom,66,229.75,1
13178.0,United Kingdom,33,8333.72,10
13179.0,United Kingdom,254,572.3100000000001,1
13180.0,United Kingdom,243,86.10000000000001,1
13181.0,United Kingdom,17,359.69,1
13183.0,United Kingdom,30,3078.4,6
13187.0,United Kingdom,260,130.99,3
13190.0,United Kingdom,180,570.66,3
13191.0,United Kingdom,294,164.69,1
13192.0,United Kingdom,171,1646.64,4
13194.0,United Kingdom,57,412.08,1
13195.0,United Kingdom,50,172.38,1
13196.0,United Kingdom,79,1271.06,3
13197.0,United Kingdom,245,373.01000000000005,1
13198.0,United Kingdom,23,1572.99,2
13199.0,United Kingdom,2,6615.77,30
13201.0,United Kingdom,138,1240.61,4
13202.0,United Kingdom,30,1580.3,7
13203.0,United Kingdom,22,1778.79,6
13204.0,United Kingdom,367,966.6600000000001,1
13205.0,United Kingdom,79,2803.2,1
13206.0,United Kingdom,36,8377.32,13
13207.0,United Kingdom,87,285.6,2
13208.0,United Kingdom,85,764.6,3
13209.0,United Kingdom,150,2617.9,5
13211.0,United Kingdom,17,1531.9,7
13213.0,United Kingdom,19,2330.94,6
13214.0,United Kingdom,53,3264.23,7
13215.0,United Kingdom,38,81.6,1
13217.0,United Kingdom,291,132.5,1
13219.0,United Kingdom,254,76.23,1
13220.0,United Kingdom,211,516.8,1
13222.0,United Kingdom,213,88.5,1
13223.0,United Kingdom,59,805.92,4
13225.0,United Kingdom,57,9796.23,9
13226.0,United Kingdom,29,204.25,1
13230.0,United Kingdom,1,3553.81,17
13233.0,United Kingdom,56,571.34,2
13234.0,United Kingdom,308,356.95,2
13237.0,United Kingdom,23,643.0,1
13238.0,United Kingdom,66,305.9,2
13239.0,United Kingdom,73,1265.1299999999999,4
13240.0,United Kingdom,1,1074.8700000000001,5
13241.0,United Kingdom,47,115.58,1
13242.0,United Kingdom,87,429.0,4
13243.0,United Kingdom,85,677.97,4
13245.0,United Kingdom,68,558.72,1
13246.0,United Kingdom,29,1400.13,5
13249.0,United Kingdom,37,897.52,6
13250.0,United Kingdom,96,256.04,2
13251.0,United Kingdom,38,252.68,1
13252.0,United Kingdom,30,399.3,2
13253.0,United Kingdom,66,1920.71,2
13254.0,United Kingdom,12,51.41,1
13255.0,United Kingdom,9,504.95,2
13257.0,United Kingdom,72,149.75,1
13258.0,United Kingdom,15,336.59999999999997,2
13259.0,United Kingdom,33,1141.06,8
13262.0,United Kingdom,25,373.16,2
13263.0,United Kingdom,29,1250.6200000000001,4
13264.0,United Kingdom,78,722.5600000000001,1
13266.0,United Kingdom,49,2300.78,7
13267.0,United Kingdom,2,5236.77,18
13269.0,United Kingdom,5,3545.47,14
13270.0,United Kingdom,2,590.0,1
13274.0,United Kingdom,45,360.85,1
13275.0,United Kingdom,19,241.66,2
13276.0,United Kingdom,33,1348.33,3
13277.0,United Kingdom,16,264.9,3
13278.0,United Kingdom,35,893.12,3
13280.0,United Kingdom,15,1507.77,4
13281.0,United Kingdom,75,350.85,1
13282.0,United Kingdom,42,181.05,1
13283.0,United Kingdom,203,279.7,2
13285.0,United Kingdom,236,655.47,2
13286.0,United Kingdom,236,734.91,1
13287.0,United Kingdom,239,781.59,3
13288.0,United Kingdom,79,927.61,5
13289.0,United Kingdom,359,307.95,1
13290.0,United Kingdom,74,208.63,1
13291.0,United Kingdom,50,2959.73,10
13292.0,United Kingdom,51,415.57,3
13293.0,United Kingdom,28,1192.94,6
13294.0,United Kingdom,282,815.79,1
13295.0,United Kingdom,12,900.77,3
13296.0,United Kingdom,59,705.11,5
13297.0,United Kingdom,21,2278.77,3
13299.0,United Kingdom,59,1076.2,2
13300.0,United Kingdom,24,913.62,2
13302.0,United Kingdom,162,95.45,1
13303.0,United Kingdom,36,61.72,1
13304.0,United Kingdom,91,917.57,3
13305.0,United Kingdom,8,1753.85,7
13306.0,United Kingdom,66,53.65,1
13307.0,United Kingdom,123,258.34,2
13308.0,United Kingdom,232,284.86,1
13309.0,United Kingdom,28,249.58,1
13310.0,United Kingdom,16,409.17,2
13312.0,United Kingdom,87,124.75,1
13313.0,United Kingdom,115,1890.0,7
13315.0,United Kingdom,325,310.26000000000005,1
13316.0,United Kingdom,28,7213.84,6
13317.0,United Kingdom,21,4212.411,13
13319.0,United Kingdom,1,11236.95,34
13320.0,United Kingdom,70,679.4,2
13324.0,United Kingdom,64,3391.52,8
13326.0,United Kingdom,68,281.76,1
13327.0,United Kingdom,1,6251.71,14
13329.0,United Kingdom,2,4323.97,7
13330.0,United Kingdom,91,1665.25,3
13331.0,United Kingdom,37,262.4,1
13333.0,United Kingdom,47,1015.74,3
13334.0,United Kingdom,172,2726.93,2
13337.0,United Kingdom,182,1575.26,1
13338.0,United Kingdom,177,1958.6,3
13340.0,United Kingdom,53,11364.08,5
13346.0,United Kingdom,98,299.4,6
13357.0,United Kingdom,130,3228.41,4
13359.0,United Kingdom,39,603.75,1
13360.0,United Kingdom,67,1553.65,4
13361.0,United Kingdom,108,1450.5,2
13362.0,United Kingdom,14,2303.33,3
13363.0,United Kingdom,45,731.36,1
13367.0,United Kingdom,67,510.2,1
13368.0,United Kingdom,50,498.1,2
13369.0,United Kingdom,1,308.28000000000003,1
13370.0,United Kingdom,7,754.87,1
13371.0,United Kingdom,141,2297.66,2
13373.0,United Kingdom,51,4274.94,3
13374.0,United Kingdom,50,422.8,2
13375.0,United Kingdom,80,1013.58,1
13377.0,United Kingdom,32,1552.88,2
13380.0,United Kingdom,68,62.4,1
13381.0,United Kingdom,15,4585.06,6
13382.0,United Kingdom,64,1164.5900000000001,4
13383.0,United Kingdom,179,305.28000000000003,1
13384.0,United Kingdom,26,2528.9,4
13386.0,United Kingdom,50,835.46,2
